"","x"
"253",3.36135292287844
"254",3.2526416744228
"255",1.86356982091954
"256",1.18810919921594
"257",-1.04554070691308
"258",-2.3857784807144
"259",-3.04221598898215
"260",-2.95568649751335
"261",-1.58306540436462
"262",-2.07337700671999
"263",-1.5412088345306
"264",-0.0649768985745315
"265",1.73285974032055
"266",2.30417634758534
"267",-0.475295148012259
"268",-1.05131819644528
"269",1.19391954974409
"270",1.25035425164772
"271",0.666441770123701
"272",-0.655541821295445
"273",-0.221611908705055
"274",1.62506650115916
"275",3.10667579562416
"276",1.72198413822562
"277",-0.846437196211729
"278",-0.495173104945069
"279",-0.739039519653788
"280",-1.28771326752174
"281",-0.0551591635377518
"282",1.10204422867456
"283",2.2872955841293
"284",2.58211964212405
"285",0.215308340505542
"286",-1.78863767145106
"287",-1.18611908855814
"288",0.378453741888207
"289",0.531946678505341
"290",1.61713397997332
"291",0.6045468836292
"292",-0.548416449821083
"293",-0.792186667454719
"294",-0.705336577653529
"295",-1.23571380812985
"296",-1.45491881556869
"297",0.859778300005311
"298",0.526329813298905
"299",1.40104192033986
"300",1.75674798546911
"301",-0.916880534395513
"302",-2.84055456354933
"303",-1.36156642497471
"304",0.499522474116844
"305",2.05393462887906
"306",1.22050605920878
"307",0.000200214970321133
"308",0.0740638828421376
"309",0.664398833782224
"310",1.11454219505959
"311",0.711899425456905
"312",0.865394658926155
"313",0.601157154425602
"314",-0.78882046905266
"315",-1.08120764947067
"316",0.295979875577096
"317",-0.581452737380148
"318",-0.11472299597541
"319",-0.818786298594608
"320",-0.0631554876907396
"321",0.36123788474776
"322",1.98830787412293
"323",3.60011321252787
"324",1.59159753779571
"325",0.870354825352467
"326",0.464343648220807
"327",-0.299564340226704
"328",-0.784311761935327
"329",-1.09532284597612
"330",-1.41287634087758
"331",-0.480758689210701
"332",-0.377936699590392
"333",-0.221498897701611
"334",0.319519704027895
"335",1.31476745274849
"336",0.693739684828368
"337",-1.50004221735153
"338",-1.73783075275166
"339",-0.758749066899767
"340",-1.4022735955373
"341",0.419612803058965
"342",1.19319182316468
"343",0.274647073762831
"344",0.966034507411702
"345",0.635224753425183
"346",-0.496841981939572
"347",0.962046035851887
"348",0.245148025075485
"349",-0.260672483456994
"350",0.790190675861763
"351",1.98936485788282
"352",1.98535162467324
"353",-0.0182248891496878
"354",-0.338943801689335
"355",-0.756918099351512
"356",-1.33597155777876
"357",-0.666646431206073
"358",-1.05428125188866
"359",-0.228236224238127
"360",1.50059807329039
"361",1.17315258765856
"362",-0.674989595180014
"363",0.56726143878746
"364",0.967489899594943
"365",0.67330760341899
"366",-1.2115015072914
"367",-3.44426848520285
"368",-2.59461733020215
"369",-1.12256829692597
"370",-0.796806680102159
"371",-0.155013177073029
"372",0.565077981474897
"373",1.4604416740632
"374",2.03658290172005
"375",1.77879337693014
"376",0.646586671652754
"377",-0.0798457701716475
"378",-0.943349856172906
"379",-3.05291190140563
"380",-3.80387767301544
"381",-1.08021069038276
"382",0.277273632337413
"383",0.60314701296681
"384",0.735503929297933
"385",1.43582099969509
"386",-1.3799097673128
"387",-1.85995295352967
"388",-0.611440147080714
"389",0.426049895677384
"390",1.58859865124023
"391",-0.293577540567674
"392",0.521077649350414
"393",1.0456530735799
"394",0.287894337412858
"395",0.550346076954889
"396",2.03511807409819
"397",1.0017617623524
"398",0.41273859484016
"399",1.16672211928352
"400",-0.641051747270247
"401",-1.47519273058662
"402",-1.84886571461879
"403",0.293303800198285
"404",2.1742675644088
"405",1.40047253179315
"406",-0.955822711483915
"407",-1.51164510917128
"408",-1.07527141645335
"409",-0.594975997176652
"410",-0.831076254280451
"411",-1.09240238138262
"412",0.00633372330174961
"413",2.15740887208088
"414",1.74818402634849
"415",0.529824336236785
"416",-1.54353853419479
"417",-0.554676627942021
"418",0.261040396111222
"419",0.18334919231114
"420",0.735014506631441
"421",1.6138965183223
"422",-0.0389873550268561
"423",1.11082181075443
"424",-0.665337844327139
"425",-2.2539727658145
"426",-2.74870199643776
"427",-2.9792983957325
"428",-2.0237162708688
"429",0.264361587745379
"430",1.93118832821575
"431",1.28405042210081
"432",-0.0522225379476441
"433",-1.09038786482711
"434",-1.64846792133205
"435",-0.357665588955011
"436",-0.35604013941906
"437",0.171926153135951
"438",1.39448680636221
"439",0.046560958052657
"440",-0.134808805364827
"441",-0.646559465605885
"442",0.184490747063075
"443",1.19814421585998
"444",-0.0391818464943738
"445",-1.08942573160066
"446",-2.71871444338059
"447",-2.66372673561418
"448",-0.335736949913704
"449",0.643944118654948
"450",2.03919739150927
"451",1.06094507121476
"452",0.501373047190865
"453",0.298625266057766
"454",0.148738139872091
"455",-1.36048636849709
"456",-0.458470142490659
"457",1.83663439513123
"458",1.06963150377266
"459",0.471075598264191
"460",0.765392006717773
"461",0.626449173564646
"462",-0.110873745733926
"463",-0.787653208133239
"464",-2.19668797740394
"465",-1.74534008289252
"466",-1.50325908867847
"467",-1.82831104495058
"468",0.148522706714418
"469",0.0478979603046193
"470",1.16576659695935
"471",2.09197582934764
"472",0.459399935740744
"473",-0.0578809779691215
"474",-0.667718782739188
"475",-0.936151878864137
"476",-1.72677783368645
"477",-0.436678465793939
"478",-1.17236649584485
"479",0.88178272176919
"480",1.88454052446465
"481",2.8248756057294
"482",2.68211029287044
"483",0.360944989393597
"484",-2.55583359780501
"485",-4.70665852803303
"486",-4.21002873023051
"487",-1.9391555660594
"488",2.08046697755809
"489",3.69645128148387
"490",3.35477433637912
"491",1.57703268321099
"492",0.102352399149092
"493",-3.65088000197503
"494",-2.78557426733169
"495",-1.90903965726928
"496",-0.713335921016105
"497",1.68870793649991
"498",2.12422784003709
"499",1.98409942575976
"500",0.511925163057647
"501",0.141607437901298
"502",-0.476696357446849
"503",-1.1725593019694
"504",0.18186309900028
"505",-0.163986702325234
"506",-0.671691811622259
"507",1.89937242952753
"508",0.484450312319857
"509",-1.88522454406144
"510",-1.02393696213315
"511",0.772556518612314
"512",2.95246351936845
"513",2.70648951932566
"514",0.263498314648854
"515",0.382448072596037
"516",0.893462289916916
"517",-1.39821720085701
"518",-2.60384469938885
"519",-1.57995253278062
"520",-1.71736609728916
"521",0.3977510368412
"522",2.54737980192393
"523",2.13502179130731
"524",2.8115330720733
"525",1.0828625226513
"526",-2.26008875801955
"527",-2.26910403688823
"528",-0.239985686653502
"529",-0.653942498248886
"530",0.0596372828294316
"531",1.58341975999165
"532",1.76507169303782
"533",-1.1600807555861
"534",-2.8600515488168
"535",-2.51568915626422
"536",-0.996042188780903
"537",-0.227665725113291
"538",1.88614344926124
"539",3.534603899745
"540",0.999593685496507
"541",0.157270392889524
"542",0.0535262102436898
"543",0.96848511459379
"544",0.449453107936236
"545",-0.856137077734839
"546",-0.669117323143874
"547",-1.74537701482434
"548",-1.92200855018603
"549",1.50444212833873
"550",1.05195105066061
"551",-0.945974873361903
"552",-1.02839679160099
"553",1.44305481240671
"554",0.755139653753416
"555",-0.527952929747403
"556",-0.200588642864967
"557",0.403644836803306
"558",-1.70043804103072
"559",-3.3511675809551
"560",-1.3480860100284
"561",0.935083133123889
"562",1.793906013932
"563",2.37196677958409
"564",1.38608117659926
"565",-0.0682364441080304
"566",-1.11158876658632
"567",-2.18911143720653
"568",-2.2387968104124
"569",-0.733365659217799
"570",0.912756446413259
"571",0.960566939833716
"572",-0.480672878240766
"573",-1.35532507538348
"574",-0.258787628598571
"575",0.464622279177919
"576",1.54199598184041
"577",0.538533919170166
"578",0.428356322633855
"579",0.536133691889386
"580",-0.411400150298139
"581",-1.63952541797307
"582",-2.78484438656523
"583",-2.88322943701291
"584",-2.99895492457952
"585",-0.150283754301346
"586",-0.184344141091301
"587",-0.905066127323911
"588",0.319378714091298
"589",0.739564992272806
"590",1.07350851143112
"591",1.62219090487886
"592",0.961213379385135
"593",-0.850984702315748
"594",-1.09241803413937
"595",-1.3620402739309
"596",-0.825361725290486
"597",-1.39122070005455
"598",-0.501189587380963
"599",-0.909656438868853
"600",-1.46076567030041
"601",-0.885885362849312
"602",0.237062579454983
"603",1.71179378044288
"604",0.551938932424818
"605",2.16046937078912
"606",1.82880345375134
"607",1.87849900743395
"608",1.48167795803344
"609",2.21523115133764
"610",2.5306464966816
"611",0.522289332392317
"612",-2.06120207594497
"613",-3.54447817816277
"614",-2.67447431165679
"615",-1.34439961161996
"616",0.32977997807894
"617",2.6260987160555
"618",3.09598327798373
"619",1.98774425746941
"620",1.92044537592153
"621",-0.0965157208527737
"622",-3.29522614323711
"623",-4.55240789855592
"624",-1.90391182195788
"625",0.191745601943381
"626",-0.259970425307731
"627",1.68681235639087
"628",2.37802211093468
"629",-1.45697671327355
"630",-1.47293912488601
"631",-2.25089513440828
"632",-2.96066270902785
"633",-1.12841474384888
"634",0.522781528903938
"635",0.422932164785344
"636",0.765301752068263
"637",1.55168113207684
"638",0.240201810689286
"639",-0.165950206380829
"640",0.430057690595517
"641",0.501185686326366
"642",-0.617203562622704
"643",-0.558775795093357
"644",-0.516573179316293
"645",0.312441126734334
"646",-0.15308721048457
"647",-0.350728138499294
"648",0.812826738263309
"649",1.20064363501362
"650",1.5543741286081
"651",2.87616524178154
"652",1.41849610458538
"653",-1.60089503169
"654",-1.50776451949678
"655",-1.14738497507659
"656",-3.25109385570794
"657",-2.52700849323913
"658",-1.57621263205391
"659",0.717480059955494
"660",0.285356340305772
"661",1.39596603554134
"662",1.32414287844403
"663",-1.71675625775604
"664",-2.47577731048118
"665",-2.62171138584397
"666",-1.19592192920325
"667",0.224874808328647
"668",0.581815886336358
"669",1.07829476699274
"670",-0.244349511903916
"671",-0.579807816081838
"672",1.08516722208107
"673",2.14093637698158
"674",-0.185686452733313
"675",0.280395780249511
"676",0.909232064445766
"677",0.295818667230444
"678",-1.02079140678846
"679",-2.30049828478878
"680",-1.69938392517821
"681",-2.20598122481479
"682",-3.09211827163812
"683",0.072904628927071
"684",3.86807667673192
"685",4.19525128020271
"686",2.77676644630318
"687",1.21707593150823
"688",-1.91029767903548
"689",-3.24790288653205
"690",-2.57173843685077
"691",-2.52641141627146
"692",-1.91605246923004
"693",1.21673942710068
"694",2.22013216699335
"695",2.25452050808165
"696",1.95475805177247
"697",2.23899830367889
"698",1.1326280412548
"699",-0.532704826222671
"700",-2.50085454923954
"701",-2.82694775053546
"702",-1.38202186319491
"703",-0.579693110362159
"704",-1.53153037628925
"705",0.178988718198124
"706",0.6733329509155
"707",2.81751740208637
"708",3.01349469508995
"709",0.872628640248893
"710",-0.733636273134377
"711",-3.11620696210575
"712",-3.44331703856612
"713",-1.37235609358055
"714",0.159556370453381
"715",0.459890593050834
"716",1.628470728207
"717",3.05950261713523
"718",1.56108381346919
"719",-1.21263471604803
"720",-2.42175940922151
"721",-1.78047509679687
"722",-0.774230707548141
"723",-2.16653325704252
"724",-1.12318633230669
"725",2.242223280488
"726",2.66882253902126
"727",3.16969222432312
"728",1.49033504739468
"729",0.912799845414938
"730",-1.06956297887896
"731",-3.14962485328445
"732",-3.17719186403088
"733",-2.73471320588317
"734",-2.7273838423409
"735",-0.501104644111848
"736",2.31325854468083
"737",2.99449947217928
"738",1.63859541122743
"739",-0.414765897884129
"740",-1.14539773932667
"741",-2.34055129675099
"742",-2.50633695556261
"743",-0.56227757610764
"744",1.02594604868405
"745",2.3614936110387
"746",1.8837244146292
"747",1.6232813180817
"748",-0.393537636485961
"749",-1.18313005218562
"750",-2.33388715887383
"751",-2.60455125083913
"752",-2.37389192126688
"753",-0.992271229660703
"754",1.22119473782216
"755",2.93834463075843
"756",2.84915036099375
"757",-0.1138882198258
"758",-1.53716100015579
"759",-1.63744475975903
"760",-3.03399162907992
"761",-2.99483655175494
"762",-1.10225367038782
"763",0.0694125779024607
"764",0.640047059377333
"765",0.833118211043405
"766",1.81429877847456
"767",0.963900616455239
"768",-0.85188883114505
"769",-2.17575902148079
"770",-0.929586446311744
"771",-0.497418103120936
"772",-0.845597969796994
"773",0.164561530841291
"774",1.05550975873795
"775",0.813681149791619
"776",1.0213385281194
"777",1.36801699715441
"778",2.23063838367282
"779",3.22342070935011
"780",1.67376219145782
"781",-2.03974350953862
"782",-0.772577131098064
"783",-2.05864599086267
"784",-2.07806514540505
"785",-1.5159765870954
"786",-2.51559247611419
"787",0.853402535982034
"788",2.94498303758201
"789",1.26081358478988
"790",-0.284419515319831
"791",0.913001974272544
"792",-0.954600763642857
"793",-2.34442238831378
"794",-2.03710801495407
"795",-2.504263634102
"796",-0.51048045886471
"797",-0.550154490327583
"798",-1.70331701161483
"799",-1.188742122164
"800",0.124808459879279
"801",1.16281647375565
"802",0.656447832932465
"803",2.20371115083382
"804",-0.765757468653673
"805",-1.80373722180479
"806",-1.60312158905309
"807",-2.69041951381041
"808",-0.714194818483571
"809",1.6739029512053
"810",0.630705487772234
"811",0.618554899823532
"812",1.43536399194608
"813",1.03851132012437
"814",-0.138435992766631
"815",-0.356603568317964
"816",-0.802043139567475
"817",1.32347116886991
"818",1.93975833074126
"819",0.106010484360191
"820",0.363664705322523
"821",1.04500340132229
"822",-0.604781992947324
"823",-1.38134334113225
"824",-1.25254208004169
"825",-0.000573958573755799
"826",-0.819922264435123
"827",-0.972288547464776
"828",1.85507226065974
"829",1.88210596214897
"830",0.36741432478966
"831",-0.425501523303099
"832",-3.59752647725977
"833",-3.48172098631716
"834",-2.3650049406899
"835",-2.41180402130204
"836",0.832578073360108
"837",2.67882078508978
"838",2.25599545467385
"839",0.454168501462591
"840",-1.73028109273386
"841",-1.7084360738858
"842",-2.41931752866801
"843",-3.29128655882513
"844",-2.81327660420597
"845",0.425912532271041
"846",3.81902849596239
"847",5.38182844959911
"848",5.0715120760583
"849",1.51559115395983
"850",-1.49484542245957
"851",-3.39634339936235
"852",-4.51033399551361
"853",-2.62829815863887
"854",0.418786475832484
"855",3.378443748719
"856",5.7838870916978
"857",3.70059101709532
"858",-0.282586632021496
"859",-3.23685821011401
"860",-4.71075157960161
"861",-3.68631589771686
"862",-0.864536089430871
"863",2.51856653363196
"864",3.32476696881305
"865",1.74899948960215
"866",1.51899274217784
"867",1.91609320091444
"868",0.812685780787551
"869",-0.0201828453973411
"870",-0.768891047886722
"871",-0.344403457924771
"872",-0.332674678818996
"873",-0.423810219538669
"874",-0.943936219704059
"875",-2.44062651861607
"876",0.907009522634097
"877",2.72658986731922
"878",2.79754468020006
"879",3.12997111478334
"880",2.79292129129914
"881",-0.58100260327346
"882",-3.95031492727425
"883",-3.04841725590157
"884",-1.79568115936622
"885",-1.29468629377344
"886",1.55290651092005
"887",3.87711511728639
"888",5.67278065424276
"889",4.74164796282262
"890",0.218196645778532
"891",-2.28057225347164
"892",-1.64391399248342
"893",-2.01917664944216
"894",-1.3276497649819
"895",-1.52137787907334
"896",0.0053001281008874
"897",2.18697749148149
"898",4.36683750996064
"899",4.51859232247786
"900",2.24079051852749
"901",-0.0247784532246423
"902",-2.11762544591824
"903",-2.7251467389716
"904",-2.87423998464833
"905",-0.80198983708363
"906",0.191821444997346
"907",2.11191401544211
"908",3.54927830055702
"909",3.21997408074888
"910",0.569156719998786
"911",-1.60890092248759
"912",-2.84086841133625
"913",-2.20264895843471
"914",-2.44142620522285
"915",-1.85660183404101
"916",-1.05263966084605
"917",-0.938793809634001
"918",0.731113850341612
"919",1.77650273516333
"920",1.79022150343289
"921",-0.0101632507872056
"922",-1.32975750999455
"923",-1.50915039795789
"924",-1.38501641342
"925",-0.139645026721086
"926",-0.315266432280168
"927",-0.679294672002538
"928",0.802568603590569
"929",1.13987115608204
"930",0.450110728299227
"931",0.385084347530042
"932",0.855262379476518
"933",1.80246458264825
"934",2.45039153788248
"935",1.02212903058365
"936",0.526455557761154
"937",1.59304610356111
"938",0.300179059363977
"939",0.579845243527871
"940",-0.697174395376572
"941",-0.208444561368833
"942",-0.793747697067251
"943",-0.904535930355203
"944",0.200249165417739
"945",0.928904042737611
"946",-0.247211801186171
"947",-0.136652644005644
"948",-0.904496965349786
"949",-0.553381264635623
"950",0.132640024710866
"951",0.156843441549704
"952",0.174127139065781
"953",1.5629444213366
"954",1.67390698721205
"955",1.62689752780664
"956",2.25661742352974
"957",1.89126612772934
"958",0.845498622462917
"959",-0.993161170278953
"960",-2.65598443239702
"961",-1.78325358448309
"962",0.119948256125741
"963",0.0200683126598651
"964",0.694275550392637
"965",2.2174255129322
"966",1.6135403615914
"967",0.0164855898405762
"968",-0.124191432530821
"969",0.254961412505802
"970",0.969477374494696
"971",1.30669683435335
"972",1.31638100825995
"973",-0.971558368877644
"974",-0.750857846518903
"975",-0.404903559453585
"976",1.3425310487194
"977",2.96663110853054
"978",2.35970355056957
"979",2.82641152997375
"980",-0.752934974233281
"981",-2.17551957096396
"982",-2.30365685444844
"983",-1.76277562202655
"984",-2.34123902993296
"985",-0.0560432862178305
"986",-0.802206267526022
"987",-0.257783612228025
"988",-0.289530615329944
"989",-1.53541315295732
"990",-1.65357664365819
"991",-1.14687694320818
"992",-0.0112651911000639
"993",0.0194254490210307
"994",1.29425855134395
"995",2.16945087714022
"996",0.953041405320872
"997",-1.35162172325706
"998",-0.631883812612465
"999",-0.225201396445735
"1000",0.971093182509289
"1001",1.47666800963179
"1002",1.39580207306437
"1003",0.139657169018324
"1004",-1.00148564782187
"1005",-0.375878318488203
"1006",-0.47334943301222
"1007",-1.89000836143944
"1008",-2.22442215364798
"1009",-1.39364473386529
"1010",-2.3430211640345
"1011",-0.150478415251598
"1012",0.406167218663999
"1013",0.608749160582789
"1014",-0.463669484436639
"1015",-0.658742569795035
"1016",-0.434933102286133
"1017",-0.689236936071636
"1018",-1.9347281141028
"1019",-2.11081623210267
"1020",0.0406736465728937
"1021",0.686132536374036
"1022",-0.353571596785536
"1023",-0.409498189925309
"1024",1.14052315344257
"1025",1.37305836428503
"1026",1.72953326675961
"1027",2.03651670576307
"1028",1.91532741445298
"1029",0.314976178564695
"1030",0.826437206866406
"1031",-2.08409284987563
"1032",-4.60960883522802
"1033",-3.18140208731606
"1034",-0.752847356526252
"1035",0.304548991100466
"1036",1.87969994455296
"1037",2.03995350338537
"1038",0.728313215892045
"1039",-0.344482964030849
"1040",-0.879785420087661
"1041",-1.99565768161939
"1042",-1.71738914698319
"1043",1.38384410774459
"1044",1.6028183040561
"1045",0.521717286201681
"1046",1.50205922162969
"1047",2.96086067294072
"1048",0.495947647772875
"1049",-1.20544968962772
"1050",-0.443191107988543
"1051",-1.24079128994714
"1052",-1.45810404638626
"1053",-1.26174688479191
"1054",-0.101060840717968
"1055",0.26162597814957
"1056",2.3332837879637
"1057",3.45087332382221
"1058",2.2259783869895
"1059",0.602465627345665
"1060",-2.06394139578947
"1061",-4.16909214758357
"1062",-3.54394011078701
"1063",-1.67589195149839
"1064",-0.560607269557035
"1065",0.945832426951446
"1066",2.00670811797219
"1067",1.88248017812181
"1068",0.19297886235715
"1069",-0.74149325532952
"1070",-0.0139661896379068
"1071",-0.917766362935026
"1072",-1.01496588098661
"1073",-1.32265860563798
"1074",-2.66846332662601
"1075",-2.03898597209566
"1076",0.231744357102096
"1077",1.84053080427122
"1078",1.2677861162693
"1079",1.34076886283324
"1080",3.03471346450818
"1081",1.91978708872146
"1082",0.818537719756038
"1083",-0.814927225545671
"1084",-3.21814610159971
"1085",-3.12843652808121
"1086",-1.14363224048359
"1087",-1.02056422951158
"1088",-0.204312219519099
"1089",0.718945124075341
"1090",1.14159855145374
"1091",0.369331719853117
"1092",-0.0183230661686163
"1093",-0.851422744378849
"1094",-2.36918692104636
"1095",-2.40169750967417
"1096",-2.95339888799809
"1097",-2.51234710349113
"1098",-1.23646018996218
"1099",-0.968311712822949
"1100",-0.422387503956585
"1101",-0.162132744251458
"1102",0.364357978902378
"1103",0.65365896973639
"1104",1.26357718185654
"1105",2.38997146368483
"1106",1.49078855348629
"1107",-0.766743442798777
"1108",-0.852683732027434
"1109",-1.53092810425367
"1110",-2.48853206326313
"1111",-1.99109340671097
"1112",-0.471267205499321
"1113",1.46102509057354
"1114",1.82201003063498
"1115",1.21912807744415
"1116",0.145568214404412
"1117",-1.32093852124365
"1118",-0.60651926433791
"1119",-0.739201953623066
"1120",-1.77654549636028
"1121",-2.21058186400549
"1122",-1.41758194906835
"1123",-0.137445018257285
"1124",-1.25403258914772
"1125",-0.619847618304125
"1126",0.852850928225944
"1127",0.462807933383337
"1128",0.445682923393629
"1129",1.33288372581795
"1130",0.661823713617485
"1131",-1.74101716293618
"1132",-2.3652904095669
"1133",-2.18189927123741
"1134",-1.13244831150705
"1135",0.266386403188686
"1136",1.55287525091524
"1137",2.87506933353575
"1138",2.50739989076259
"1139",0.460141804476827
"1140",-2.28796879246057
"1141",-2.95864469910941
"1142",-1.95231088185694
"1143",-2.22601042979473
"1144",-0.00930501850933197
"1145",1.94907016310985
"1146",-0.437171170537002
"1147",-1.41934079195982
"1148",-0.594493896895777
"1149",-0.571060343168831
"1150",-1.12497360339162
"1151",0.794058584882195
"1152",2.97274112814703
"1153",1.36819266554046
"1154",1.1918438314513
"1155",0.886965762606059
"1156",-0.859727966765628
"1157",-1.54785882289349
"1158",-0.141546661152017
"1159",0.764226568497412
"1160",0.683716895002731
"1161",-0.572634379202269
"1162",0.253440003167889
"1163",-0.113223432135611
"1164",-0.408770810408289
"1165",0.159869509209352
"1166",1.04002654549274
"1167",-0.0517076659032361
"1168",1.69690840614941
"1169",2.02552838593749
"1170",-0.813483364898277
"1171",-0.430147942026214
"1172",-1.48219306100501
"1173",-0.676708776928543
"1174",-0.359361487865127
"1175",-1.11273377717835
"1176",0.408739274258524
"1177",2.55136954736908
"1178",3.15366951642742
"1179",0.745296589492874
"1180",-0.142082054075338
"1181",-1.2065611128754
"1182",-1.63599721265929
"1183",-0.836024209923485
"1184",-0.329011461593634
"1185",1.21548800457879
"1186",2.6837384521197
"1187",2.234364450369
"1188",0.933326468458013
"1189",-1.71330008867461
"1190",0.75092361742787
"1191",0.968473130956214
"1192",-0.167527180281575
"1193",-0.102739299409052
"1194",0.543938431339417
"1195",-1.5074660320052
